2	Imperfect copy: survives in two leaves only.
3	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates the edition to "1549?" and identifies the printer of this edition as the printer of <i>An Envoy from Thomas Smyth</i> (STC 22880.2) (Appendix K, 2:1047).
4	Imperfect copy: survives in four leaves only. In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to "1518?" (Appendix K, 2:1045). STC dates the first edition to c.1515.
5	Imperfect copy: lacks gathering A. In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney estimates the date of this edition to be "1527?" (Appendix K, 2:1045).
6	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to "1529" (Appendix K, 2:1045).
7	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to "1534?" (Appendix K, 2:1045).
8	Brackets in the title in original.
9	Imperfect copy: lacks gathering D, and all after E.
10	Imperfect copy: survives in a single leaf only.
12	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to "1531" (Appendix K, 2:1055).
16	Imperfect copy: survives in two leaves only.
18	Imperfect copy: lacks all after leaf F3, but since the edition agrees page for page with Greg 15c and Greg 15d, it is probably only missing F4.
19	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates the edition to "1559?" and identifies the printer of this edition as the printer of <i>An Envoy from Thomas Smyth</i> (STC 22880.2) (Appendix K, 2:1047).
22	Imperfect copy: lacks title leaf A1. In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to "1548?" (Appendix K, 2:1047).
23	Imperfect copy: survives in a single leaf only.
24	Imperfect copy: lacks everything after gathering A.  Since the fragment agrees page for page with Greg 20c, the edition presumably had the same number of leaves and perhaps the same collation (A-C<sup>4</sup>).
30	Imperfect copy: lacks everything before gathering C.
33	Although the play is complete (π1 D-E<sup>4</sup>), only a portion of the book is preserved; presumably eleven leaves are missing, which may have contained another play. Greg calls the title-page woodcut an ornament (<i>Bibliography</i>, 1:98), but Ruth Samson Luborsky and Elizabeth Morley Ingram describe it as an illustration in <i>A Guide to English Illustrated Books, 1536-1603</i> (Tempe: Medieval & Renaissance Texts & Studies, 1998), 1:47. 
36	Imperfect copy: survives in two leaves only. In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to "1551?" (Appendix K, 2:1048).
37	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney identifies the printer of this edition as the printer of <i>An Envoy from Thomas Smyth</i> (STC 22880.2) (Appendix K, 2:1048).
43	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney identifies the printer of this edition as Richard Payne (Appendix K, 2:1054).
45	Imperfect copy: lacks everything after gathering D, presumably two leaves of E.
5004	Greg calls this edition a quarto-form octavo [(4°-form) 8°], but it is better described as a large-paper quarto; see G.T. Tanselle, "The Concept of Format," <i>Studies in Bibliography</i> 53 (2000): 67-115.
51	A facing-page translation, with English printed in black letter and Latin in roman.
57	Author attribution of Textor from ESTC.
58	Imperfect copy: survives in six leaves only.
59	The play was performed in January 1562, so the date in the performance attribution follows the legal reckoning.
60	The play was performed in January 1562, so the date in the performance attribution follows the legal reckoning.
61	Greg writes, "It seems likely, from the number of copies that survive," that this edition of the play "was also issued independently" (<i>Bibliography</i>, 1:117).
64	In <i>The Stationers' Company and the Printers of London, 1501-1557</i> (Cambridge: Cambridge UP, 2013), Peter W. M. Blayney dates this edition to "1551" (Appendix K, 2:1055).
68	Imperfect copy: survives in four leaves only.
71	Imperfect copy: lacks title page.
81	Greg dates this edition to [1569?], but <i>STC</i> dates it to [1566?]. DEEP originally followed Greg but has now changed to the <i>STC</i> date.
86	Imperfect copy: survives in two leaves only.
92	The Date of First Production is from the first revised edition of <i>Annals</i> (ed. Harbage and Schoenbaum); second revised edition (ed. Wagonheim) dates the play to the first half of the 17th century.
5011.01	Greg distinguishes variant states in the preliminaries of the collection <i>The First Part of Churchyardes Chippes</i> as 66a(i*) and 66a(i†), erroneously implying that these are variants in <i>The Entertainment in the City of Bristow</i>. 
