1	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... Hicke Skorner".
2	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... Hicke Skorner".
3	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... Hicke Skorner".
17	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes The weather".
18	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes The weather".
19	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes The weather".
20	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes The weather".
21	c. Apr-May, 1563: Enter to Thomas Colwell: "these ballett<i>es</i> folowynge / ... of loue".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... Love".
22	c. Apr-May, 1563: Enter to Thomas Colwell: "these ballett<i>es</i> folowynge / ... of loue".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... Love".
24	c. Aug-Sep, 1557: Entered to John Walley: "these bokes Called ... youghte charyte and humylyte".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... youthe".
25	c. Aug-Sep, 1557: Entered to John Walley: "these bokes Called ... youghte charyte and humylyte".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... youthe".
26	c. Aug-Sep, 1557: Entered to John Walley: "these bokes Called ... youghte charyte and humylyte".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... youthe".
27	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... iiijP".
28	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... iiijP".
29	Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... iiijP".
34	c. Aug, 1562: Entered to Thomas Colwell: "a Comyde or interlude of m<sup>r</sup> Iohn Bale".
35	c. Aug, 1562: Entered to Thomas Colwell: "a Comyde or interlude of m<sup>r</sup> Iohn Bale".
39	c. Aug-Sep, 1557: Entered to John Walley: "these bokes Called Welth and helthe".
40	c. Jan 14, 1559: Entered to Richard Tottell: "a treat<i>es</i> of senaca".
41	c. Jan 14, 1559: Entered to Richard Tottell: "a treat<i>es</i> of senaca".
42	c. Jan 14, 1559: Entered to Richard Tottell: "a treat<i>es</i> of senaca".
44	Jun 10, 1560: Entered to John King: "these Copyes ... impaciens poverte".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... ympacient pou<i>er</i>tie".
45	Jun 10, 1560: Entered to John King: "these Copyes ... impaciens poverte".<br />Jan 15, 1582: Transferred from late Sampson Awdely (alias for John Awdely) to John Charlewood (conditionally): "Plaiebookes ... ympacient pou<i>er</i>tie".
46	Jun 10, 1560: Entered to John King: "these Copyes ... nyce wanton".
49	Jun 10, 1560: Entered to John King: "these Copyes ... nyce wanton".
